sense_uid	entry_id	ordinal	sense_kind	pos	pos_simp	tags	register	domain	def_trad	def_simp	expl_trad	expl_simp	exemption	sgi	prompt_id	review_status	adjudication	edits
女|女|nu:3~1	女|女|nu:3	1	defined	["名", "形"]	["名", "形"]	[]	[]	[]	人或動物中的女性，跟男性不同	人或动物中的女性，跟男性不同				[0, 1]	general	unreviewed		[]
女|女|nu:3~2	女|女|nu:3	2	defined	["名"]	["名"]	["bound-form"]	[]	[]	父母所生的女性孩子	父母所生的女性孩子				[2]	general	unreviewed		[]
女人|女人|nu:3 ren2~1	女人|女人|nu:3 ren2	1	defined	["名"]	["名"]	[]	[]	[]	成年的女性	成年的女性	說話時常用「女人」，正式的名稱裡多用「女子」。	说话时常用「女人」，正式的名称里多用「女子」。		[0]	general	unreviewed		[]
女人|女人|nu:3 ren5~1	女人|女人|nu:3 ren5	1	defined	["名"]	["名"]	[]	["coll"]	[]	跟男人結婚的女性	跟男人结婚的女性	多說「我女人」，意思跟「老婆」差不多。	多说「我女人」，意思跟「老婆」差不多。		[0]	general	unreviewed		[]
女兒|女儿|nu:3 er2~1	女兒|女儿|nu:3 er2	1	defined	["名"]	["名"]	[]	[]	[]	對父母來說，女性的孩子	对父母来说，女性的孩子	「女孩」說的是年齡小的女性，「女兒」說的是跟父母的關係。	「女孩」说的是年龄小的女性，「女儿」说的是跟父母的关系。		[0]	general	unreviewed		[]
女子|女子|nu:3 zi3~1	女子|女子|nu:3 zi3	1	defined	["名"]	["名"]	[]	["lit"]	[]	女性，多指已經長大的	女性，多指已经长大的	「女子」常用在「女子組」這類名稱前面，平常說人多說「女人」。	「女子」常用在「女子组」这类名称前面，平常说人多说「女人」。		[0, 1]	general	unreviewed		[]
女孩|女孩|nu:3 hai2~1	女孩|女孩|nu:3 hai2	1	defined	["名"]	["名"]	[]	[]	[]	年紀還小、沒有長大的女性	年纪还小、没有长大的女性				[0]	general	unreviewed		[]
女性|女性|nu:3 xing4~1	女性|女性|nu:3 xing4	1	defined	["名"]	["名"]	[]	[]	[]	性別為女的人，跟男性相對	性别为女的人，跟男性相对	「女性」多用在正式或書面的場合，日常說話多說「女人」。	「女性」多用在正式或书面的场合，日常说话多说「女人」。		[0, 1]	general	unreviewed		[]
女王|女王|nu:3 wang2~1	女王|女王|nu:3 wang2	1	defined	["名"]	["名"]	[]	[]	[]	一國地位最高的統治者，由女子擔任	一国地位最高的统治者，由女子担任				[0]	general	unreviewed		[]
她|她|ta1~1	她|她|ta1	1	defined	["代"]	["代"]	[]	[]	[]	稱自己和對方以外的某個女性	称自己和对方以外的某个女性	「她」和「他」、「它」讀音相同，只在寫法上不同。	「她」和「他」、「它」读音相同，只在写法上不同。		[0]	general	unreviewed		[]
她們|她们|ta1 men5~1	她們|她们|ta1 men5	1	defined	["代"]	["代"]	[]	[]	[]	指說話人和聽話人以外的兩個以上女性	指说话人和听话人以外的两个以上女性	「他們」可以指男女都有的一群人，「她們」只指女性。	「他们」可以指男女都有的一群人，「她们」只指女性。		[0]	general	unreviewed		[]
好|好|hao3~1	好|好|hao3	1	defined	["形"]	["形"]	[]	[]	[]	讓人滿意的，符合要求的	让人满意的，符合要求的				[0, 1]	general	unreviewed		[]
好|好|hao3~2	好|好|hao3	2	defined	["形"]	["形"]	["bound-form"]	[]	[]	做起來容易的，或讓人喜歡的	做起来容易的，或让人喜欢的	「好」用在動詞前面，跟「難」相反，例如「好走」和「難走」。	「好」用在动词前面，跟「难」相反，例如「好走」和「难走」。		[3, 4]	general	unreviewed		[]
好|好|hao3~3	好|好|hao3	3	defined	["副"]	["副"]	[]	[]	[]	用在形容詞前面，表示程度很高	用在形容词前面，表示程度很高	「好」比「很」語氣更強，多用在說話裡。	「好」比「很」语气更强，多用在说话里。		[5]	general	unreviewed		[]
好|好|hao3~4	好|好|hao3	4	defined	["補"]	["补"]	["function-word"]	[]	[]	用在動詞後面，表示事情做完了	用在动词后面，表示事情做完了				[6]	general	unreviewed	edited	["R57B-004"]
好|好|hao3~5	好|好|hao3	5	defined	["嘆"]	["叹"]	[]	[]	[]	表示同意、答應對方的說法	表示同意、答应对方的说法				[2]	general	unreviewed		[]
好|好|hao3~6	好|好|hao3	6	defined	["嘆"]	["叹"]	["bound-form"]	[]	[]	用在稱呼後面，見面時說的客氣話	用在称呼后面，见面时说的客气话				[8]	general	unreviewed		[]
好|好|hao3~7	好|好|hao3	7	defined	["形"]	["形"]	[]	[]	[]	兩個人感情深、關係親近的	两个人感情深、关系亲近的				[7]	general	unreviewed		[]
好|好|hao4~1	好|好|hao4	1	defined	["動"]	["动"]	["bound-form"]	[]	[]	對某種事情特別喜歡，常常去做	对某种事情特别喜欢，常常去做	同一個字讀第三聲時，是「不錯」的意思。	同一个字读第三声时，是「不错」的意思。		[0]	general	unreviewed		[]
如|如|ru2~1	如|如|ru2	1	defined	["動"]	["动"]	[]	["lit"]	[]	跟另一個事物一樣或差不多	跟另一个事物一样或差不多				[0, 1]	general	unreviewed		[]
如|如|ru2~2	如|如|ru2	2	defined	["連"]	["连"]	[]	["lit"]	[]	用在前一句，表示假設的條件	用在前一句，表示假设的条件	說話時多用「如果」，「如」多用在文字裡。	说话时多用「如果」，「如」多用在文字里。		[]	general	unreviewed		[]
如|如|ru2~3	如|如|ru2	3	defined	["動"]	["动"]	[]	["lit"]	[]	用來引出下面舉的例子	用来引出下面举的例子				[2]	general	unreviewed		[]
如何|如何|ru2 he2~1	如何|如何|ru2 he2	1	defined	["代"]	["代"]	[]	[]	[]	用來問方式、情況或意見	用来问方式、情况或意见	「如何」多用在書面上，說話時常用「怎麼樣」。	「如何」多用在书面上，说话时常用「怎么样」。		[0, 1, 2]	general	unreviewed		[]
如果|如果|ru2 guo3~1	如果|如果|ru2 guo3	1	defined	["連"]	["连"]	["function-word"]	[]	[]	用在前一個分句，提出假設的情況，後面說出結果	用在前一个分句，提出假设的情况，后面说出结果	「要是」意思相同，多用在說話裡。	「要是」意思相同，多用在说话里。		[0]	general	unreviewed		[]
如此|如此|ru2 ci3~1	如此|如此|ru2 ci3	1	defined	["代"]	["代"]	[]	[]	[]	指前面提到的情況或程度	指前面提到的情况或程度	常說「原來如此」，表示明白了對方的話。	常说「原来如此」，表示明白了对方的话。		[0]	general	unreviewed		[]
妮|妮|ni1~1	妮|妮|ni1	1	defined	["名"]	["名"]	["bound-form"]	["dialect"]	[]	還沒長大的女孩	还没长大的女孩				[0]	general	unreviewed		[]
妮|妮|ni1~2	妮|妮|ni1	2	defined	["名"]	["名"]	[]	[]	[]	用在女子名字裡的字，多見於外國人名	用在女子名字里的字，多见于外国人名			proper-name	[1]	general	unreviewed		[]
妳|你|ni3~1	妳|你|ni3	1	defined	["代"]	["代"]	[]	[]	[]	稱呼對方，只用於女性	称呼对方，只用于女性	讀音和「你」相同，臺灣的書面多用「妳」稱女性。大陸一般只寫「你」，不分男女。	读音和「你」相同，台湾的书面多用「你」称女性。大陆一般只写「你」，不分男女。		[0]	general	unreviewed		[]
妹妹|妹妹|mei4 mei5~1	妹妹|妹妹|mei4 mei5	1	defined	["名"]	["名"]	[]	[]	[]	同一個父母所生、年齡比自己小的女子	同一个父母所生、年龄比自己小的女子				[0, 2]	general	unreviewed		[]
妹妹|妹妹|mei4 mei5~2	妹妹|妹妹|mei4 mei5	2	defined	["名"]	["名"]	[]	["coll"]	[]	用來稱呼不認識的年輕女子	用来称呼不认识的年轻女子				[1]	general	unreviewed		[]
妻子|妻子|qi1 zi3~1	妻子|妻子|qi1 zi3	1	defined	["名"]	["名"]	[]	["lit"]	[]	一個人的太太和兒女	一个人的太太和儿女	這是舊時的說法，今天多見於古書。	这是旧时的说法，今天多见于古书。	archaic-form	[0]	general	unreviewed		[]
妻子|妻子|qi1 zi5~1	妻子|妻子|qi1 zi5	1	defined	["名"]	["名"]	[]	[]	[]	跟某個男人結婚的女人	跟某个男人结婚的女人	「妻子」是一般的說法，「老婆」多用在口語。	「妻子」是一般的说法，「老婆」多用在口语。		[0]	general	unreviewed		[]
姓|姓|xing4~1	姓|姓|xing4	1	defined	["名", "動"]	["名", "动"]	[]	[]	[]	表示家族的字，放在人名的最前面	表示家族的字，放在人名的最前面	問對方的姓常說「您貴姓」，回答時只說姓，不加「貴」。	问对方的姓常说「您贵姓」，回答时只说姓，不加「贵」。		[0, 1]	general	unreviewed		[]
委員會|委员会|wei3 yuan2 hui4~1	委員會|委员会|wei3 yuan2 hui4	1	defined	["名"]	["名"]	[]	[]	[]	由幾個人組成、共同負責某方面工作的機構	由几个人组成、共同负责某方面工作的机构				[0]	general	unreviewed		[]
威|威|wei1~1	威|威|wei1	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	使人害怕、不敢反對的力量	使人害怕、不敢反对的力量				[0, 1, 2]	general	unreviewed		[]
威脅|威胁|wei1 xie2~1	威脅|威胁|wei1 xie2	1	defined	["動", "名"]	["动", "名"]	[]	[]	[]	用可怕的結果讓人害怕、不敢反對	用可怕的结果让人害怕、不敢反对	也說「對…造成威脅」，表示讓人或事物有危險。	也说「对…造成威胁」，表示让人或事物有危险。		[0]	general	unreviewed		[]
娛樂|娱乐|yu2 le4~1	娛樂|娱乐|yu2 le4	1	defined	["名", "動"]	["名", "动"]	[]	[]	[]	讓人放鬆、感到快樂；也指這樣的活動	让人放松、感到快乐；也指这样的活动	「娛樂」常用在「娛樂節目」「娛樂活動」這樣的說法裡。	「娱乐」常用在「娱乐节目」「娱乐活动」这样的说法里。		[0, 1, 2, 3, 4, 5, 6, 7]	general	unreviewed		[]
婚姻|婚姻|hun1 yin1~1	婚姻|婚姻|hun1 yin1	1	defined	["名"]	["名"]	["classifier-ref"]	[]	[]	兩個人結婚後成為夫妻的關係	两个人结婚后成为夫妻的关系	「結婚」是動作，「婚姻」是狀態，不能說「他們婚姻了」。	「结婚」是动作，「婚姻」是状态，不能说「他们婚姻了」。		[0, 1]	general	unreviewed		[]
婦女|妇女|fu4 nu:3~1	婦女|妇女|fu4 nu:3	1	defined	["名"]	["名"]	[]	[]	[]	成年女子的總稱	成年女子的总称	多用在正式的說法裡，平常說話用「女人」。	多用在正式的说法里，平常说话用「女人」。		[0]	general	unreviewed		[]
媒體|媒体|mei2 ti3~1	媒體|媒体|mei2 ti3	1	defined	["名"]	["名"]	[]	[]	[]	報紙、電視等向大家報道消息的工具	报纸、电视等向大家报道消息的工具				[0]	general	unreviewed		[]
嫁|嫁|jia4~1	嫁|嫁|jia4	1	defined	["動"]	["动"]	[]	[]	[]	女子結婚，成為別人的妻子	女子结婚，成为别人的妻子	說女子用「嫁」，說男子用「娶」。	说女子用「嫁」，说男子用「娶」。		[0]	general	unreviewed		[]
嫁|嫁|jia4~2	嫁|嫁|jia4	2	defined	["動"]	["动"]	[]	[]	[]	父母讓女兒出嫁	父母让女儿出嫁				[1]	general	unreviewed		[]
嫁|嫁|jia4~3	嫁|嫁|jia4	3	defined	["動"]	["动"]	["bound-form"]	[]	[]	把責任或損失推給別人	把责任或损失推给别人				[2]	general	unreviewed		[]
子|子|zi5~1	子|子|zi5	1	defined	["綴"]	["缀"]	["function-word", "bound-form"]	[]	[]	加在別的詞後面，構成名詞	加在别的词后面，构成名词	讀輕聲，本身不表示「兒子」的意思。	读轻声，本身不表示「儿子」的意思。		[0]	function-word	unreviewed		[]
字|字|zi4~1	字|字|zi4	1	defined	["名"]	["名"]	[]	[]	[]	寫出來記錄語言的單位	写出来记录语言的单位	「字」是一個一個寫的，「詞」可能由幾個字組成。	「字」是一个一个写的，「词」可能由几个字组成。		[0, 1, 2, 3, 4]	general	unreviewed	edited	["E-zi4-1"]
字|字|zi4~2	字|字|zi4	2	defined	["名"]	["名"]	[]	[]	[]	舊時男子成年後另取的名	旧时男子成年后另取的名				[5]	general	unreviewed		[]
字母|字母|zi4 mu3~1	字母|字母|zi4 mu3	1	defined	["名"]	["名"]	[]	[]	["ling"]	英語等語言中用來寫出聲音的字	英语等语言中用来写出声音的字				[0, 1]	general	unreviewed		[]
存|存|cun2~1	存|存|cun2	1	defined	["動"]	["动"]	[]	[]	[]	把錢或東西放在某個地方，以後再用	把钱或东西放在某个地方，以后再用				[1, 2, 3]	general	unreviewed		[]
存|存|cun2~2	存|存|cun2	2	defined	["動"]	["动"]	["bound-form"]	[]	[]	繼續存在，沒有消失或死去	继续存在，没有消失或死去				[0, 4]	general	unreviewed		[]
存在|存在|cun2 zai4~1	存在|存在|cun2 zai4	1	defined	["動", "名"]	["动", "名"]	[]	[]	[]	事物實際上有，不是想出來的	事物实际上有，不是想出来的	「有」用在日常說話，「存在」多用在書面和正式的場合。	「有」用在日常说话，「存在」多用在书面和正式的场合。		[0, 1, 2]	general	unreviewed		[]
季|季|ji4~1	季|季|ji4	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	一年分成的四段時間中的一段	一年分成的四段时间中的一段				[0]	general	unreviewed		[]
季|季|ji4~2	季|季|ji4	2	defined	["量"]	["量"]	["classifier-is"]	[]	[]	用於計算一年裡分成幾段的時間或收成	用于计算一年里分成几段的时间或收成				[3]	classifier-is	unreviewed		[]
季|季|ji4~3	季|季|ji4	3	defined	["名"]	["名"]	[]	["lit"]	[]	舊時指一個季節裡的最後一個月	旧时指一个季节里的最后一个月			archaic-form	[1]	general	unreviewed		[]
季|季|ji4~4	季|季|ji4	4	defined	["名"]	["名"]	[]	["lit"]	[]	舊時指兄弟中最小的一個	旧时指兄弟中最小的一个			archaic-form	[2]	general	unreviewed		[]
孩子|孩子|hai2 zi5~1	孩子|孩子|hai2 zi5	1	defined	["名"]	["名"]	[]	[]	[]	還沒有長大的人	还没有长大的人				[0]	general	unreviewed		[]
孩子|孩子|hai2 zi5~2	孩子|孩子|hai2 zi5	2	defined	["名"]	["名"]	[]	[]	[]	父母生的兒子或女兒	父母生的儿子或女儿	說「我的孩子」時，年齡多大都可以。	说「我的孩子」时，年龄多大都可以。		[0]	general	unreviewed		[]
學會|学会|xue2 hui4~1	學會|学会|xue2 hui4	1	defined	["動"]	["动"]	[]	[]	[]	通過學習得到做某件事的能力	通过学习得到做某件事的能力				[0]	general	unreviewed		[]
學會|学会|xue2 hui4~2	學會|学会|xue2 hui4	2	defined	["名"]	["名"]	[]	[]	[]	研究同一門學問的人組成的團體	研究同一门学问的人组成的团体				[1]	general	unreviewed		[]
學校|学校|xue2 xiao4~1	學校|学校|xue2 xiao4	1	defined	["名"]	["名"]	[]	[]	[]	按照計劃教學生知識的機構	按照计划教学生知识的机构				[0, 1]	general	unreviewed	edited	["E-xue2xiao4-1"]
學生|学生|xue2 sheng5~1	學生|学生|xue2 sheng5	1	defined	["名"]	["名"]	[]	[]	[]	在學校裡跟老師學習的人	在学校里跟老师学习的人				[0, 1]	general	unreviewed		[]
學習|学习|xue2 xi2~1	學習|学习|xue2 xi2	1	defined	["動"]	["动"]	[]	[]	[]	從書本或別人那裡得到知識和本領	从书本或别人那里得到知识和本领				[0]	general	unreviewed		[]
學院|学院|xue2 yuan4~1	學院|学院|xue2 yuan4	1	defined	["名"]	["名"]	[]	[]	[]	以某類專業為主的高等學校	以某类专业为主的高等学校				[0, 1, 2, 4]	general	unreviewed		[]
學院|学院|xue2 yuan4~2	學院|学院|xue2 yuan4	2	defined	["名"]	["名"]	[]	[]	[]	大學裡按專業分成的部分	大学里按专业分成的部分				[3]	general	unreviewed		[]
它|它|ta1~1	它|它|ta1	1	defined	["代"]	["代"]	[]	[]	[]	指人以外的東西	指人以外的东西	「他」指人，「她」指女性，「它」指人以外的東西，三個字讀音相同。	「他」指人，「她」指女性，「它」指人以外的东西，三个字读音相同。		[0]	general	unreviewed		[]
它們|它们|ta1 men5~1	它們|它们|ta1 men5	1	defined	["代"]	["代"]	[]	[]	[]	用來指前面說過的幾個東西或動物	用来指前面说过的几个东西或动物	「它們」只用來指東西和動物，指人要用「他們」。	「它们」只用来指东西和动物，指人要用「他们」。		[0]	general	unreviewed		[]
宇宙|宇宙|yu3 zhou4~1	宇宙|宇宙|yu3 zhou4	1	defined	["名"]	["名"]	[]	[]	[]	包括地球、星星和空間在內的一切事物	包括地球、星星和空间在内的一切事物	「太空」指地球以外的空間，「宇宙」說的範圍比它更大。	「太空」指地球以外的空间，「宇宙」说的范围比它更大。		[0]	general	unreviewed		[]
守|守|shou3~1	守|守|shou3	1	defined	["動"]	["动"]	[]	[]	[]	看著某個地方，不讓別人進入或拿走	看着某个地方，不让别人进入或拿走				[0, 1, 2]	general	unreviewed		[]
守|守|shou3~2	守|守|shou3	2	defined	["動"]	["动"]	[]	[]	[]	按照規定或約定去做	按照规定或约定去做				[3, 4]	general	unreviewed		[]
守|守|shou3~3	守|守|shou3	3	defined	["動"]	["动"]	[]	["coll"]	[]	待在人或東西旁邊，不離開	待在人或东西旁边，不离开				[5, 6]	general	unreviewed		[]
安|安|an1~1	安|安|an1	1	defined	["形"]	["形"]	["bound-form"]	[]	[]	沒有危險、不會出事的	没有危险、不会出事的				[2]	bound-form	unreviewed		[]
安|安|an1~2	安|安|an1	2	defined	["動"]	["动"]	[]	[]	[]	把東西裝好或把人放到一定的位置	把东西装好或把人放到一定的位置				[4, 5]	general	unreviewed		[]
安|安|an1~3	安|安|an1	3	defined	["形"]	["形"]	["bound-form"]	[]	[]	心裡放鬆、不擔心的	心里放松、不担心的				[0, 3]	bound-form	unreviewed		[]
安|安|an1~4	安|安|an1	4	defined	["動"]	["动"]	["bound-form"]	[]	[]	使人不再擔心或害怕	使人不再担心或害怕				[1]	bound-form	unreviewed		[]
安|安|an1~5	安|安|an1	5	defined	["動"]	["动"]	[]	[]	[]	存著壞念頭，或給人加上罪名	存着坏念头，或给人加上罪名				[6, 7]	general	unreviewed		[]
安|安|an1~6	安|安|an1	6	defined	["名"]	["名"]	["abbr"]	[]	["phys"]	安培的簡稱	安培的简称				[8]	abbreviation	unreviewed	edited	["E-an1-6"]
安排|安排|an1 pai2~1	安排|安排|an1 pai2	1	defined	["動", "名"]	["动", "名"]	[]	[]	[]	有計劃地決定事情怎麼做、什麼時候做	有计划地决定事情怎么做、什么时候做				[0, 1, 2, 3, 4]	general	unreviewed		[]
完|完|wan2~1	完|完|wan2	1	defined	["動"]	["动"]	[]	[]	[]	進行到最後結束，沒有剩下的	进行到最后结束，没有剩下的	常放在動詞後面，表示動作結束，如「吃完」「說完」。	常放在动词后面，表示动作结束，如「吃完」「说完」。		[0, 1]	general	unreviewed		[]
完|完|wan2~2	完|完|wan2	2	defined	["形"]	["形"]	["bound-form"]	[]	[]	應該有的都有，沒有壞的	应该有的都有，没有坏的				[2, 3, 4]	general	unreviewed	edited	["E-wan2-2"]
完全|完全|wan2 quan2~1	完全|完全|wan2 quan2	1	defined	["形", "副"]	["形", "副"]	[]	[]	[]	整個的，一點也沒有少	整个的，一点也没有少	常放在動詞或形容詞前面，如「完全不同」「完全正確」。	常放在动词或形容词前面，如「完全不同」「完全正确」。		[0, 1]	general	unreviewed		[]
完成|完成|wan2 cheng2~1	完成|完成|wan2 cheng2	1	defined	["動"]	["动"]	[]	[]	[]	把事情做完，達到原來的目的	把事情做完，达到原来的目的	「結束」只表示事情停了，「完成」還表示做到了原來要做的。	「结束」只表示事情停了，「完成」还表示做到了原来要做的。		[0]	general	unreviewed		[]
完整|完整|wan2 zheng3~1	完整|完整|wan2 zheng3	1	defined	["形"]	["形"]	[]	[]	[]	該有的部分都在，沒有缺少或破壞的	该有的部分都在，没有缺少或破坏的	「完整」說的是整體沒有缺少，「完全」說的是程度上到了頭。	「完整」说的是整体没有缺少，「完全」说的是程度上到了头。		[0, 1]	general	unreviewed		[]
完美|完美|wan2 mei3~1	完美|完美|wan2 mei3	1	defined	["形"]	["形"]	[]	[]	[]	非常好，沒有一點不好的地方	非常好，没有一点不好的地方				[0]	general	unreviewed		[]
宗|宗|zong1~1	宗|宗|zong1	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	同一祖先傳下來的家族	同一祖先传下来的家族				[4, 5]	general	unreviewed		[]
宗|宗|zong1~2	宗|宗|zong1	2	defined	["名"]	["名"]	["bound-form"]	[]	[]	宗教或學術上的派別	宗教或学术上的派别				[0, 1]	general	unreviewed		[]
宗|宗|zong1~3	宗|宗|zong1	3	defined	["名"]	["名"]	["bound-form"]	[]	[]	做事最主要的目的	做事最主要的目的				[2]	general	unreviewed		[]
宗|宗|zong1~4	宗|宗|zong1	4	defined	["名"]	["名"]	["bound-form"]	["lit"]	[]	學術或藝術上值得學習的榜樣	学术或艺术上值得学习的榜样				[3, 6]	general	unreviewed		[]
宗|宗|zong1~5	宗|宗|zong1	5	defined	["量"]	["量"]	["classifier-is"]	[]	[]	用於計算事情、買賣或案件	用于计算事情、买卖或案件				[7]	classifier-is	unreviewed		[]
宗教|宗教|zong1 jiao4~1	宗教|宗教|zong1 jiao4	1	defined	["名"]	["名"]	[]	[]	[]	對神或某種力量的信仰和活動	对神或某种力量的信仰和活动				[0]	general	unreviewed		[]
官|官|guan1~1	官|官|guan1	1	defined	["名"]	["名"]	[]	[]	[]	在政府或軍隊裡有職位的人	在政府或军队里有职位的人				[0, 5]	general	unreviewed		[]
官|官|guan1~2	官|官|guan1	2	defined	["形"]	["形"]	["bound-form"]	[]	[]	屬於政府的，不是私人的	属于政府的，不是私人的				[1, 2, 3]	general	unreviewed		[]
官|官|guan1~3	官|官|guan1	3	defined	["名"]	["名"]	["bound-form"]	[]	[]	身體上有一定作用的部分	身体上有一定作用的部分				[4]	general	unreviewed		[]
官員|官员|guan1 yuan2~1	官員|官员|guan1 yuan2	1	defined	["名"]	["名"]	[]	[]	[]	在政府或組織中負責管理的人員	在政府或组织中负责管理的人员				[0, 1]	general	unreviewed		[]
官方|官方|guan1 fang1~1	官方|官方|guan1 fang1	1	defined	["名"]	["名"]	[]	[]	[]	政府或有關機構的一方	政府或有关机构的一方	「官方」跟「民間」相對，常用在消息、網站、說法等詞的前面。	「官方」跟「民间」相对，常用在消息、网站、说法等词的前面。		[0, 1]	general	unreviewed		[]
定|定|ding4~1	定|定|ding4	1	defined	["動"]	["动"]	[]	[]	[]	決定下來，使不再改變	决定下来，使不再改变				[0]	general	unreviewed		[]
定|定|ding4~2	定|定|ding4	2	defined	["動"]	["动"]	[]	[]	[]	事先約好要買或要用	事先约好要买或要用				[1]	general	unreviewed		[]
定|定|ding4~3	定|定|ding4	3	defined	["動"]	["动"]	[]	[]	[]	液體變得不再流動	液体变得不再流动				[2]	general	unreviewed		[]
定|定|ding4~4	定|定|ding4	4	defined	["副"]	["副"]	[]	["lit"]	[]	表示肯定會這樣，多用在動詞前	表示肯定会这样，多用在动词前				[3]	general	unreviewed		[]
定義|定义|ding4 yi4~1	定義|定义|ding4 yi4	1	defined	["名", "動"]	["名", "动"]	[]	[]	[]	用簡單的話說明一個詞或事物的意思	用简单的话说明一个词或事物的意思				[0, 1]	general	unreviewed		[]
客|客|ke4~1	客|客|ke4	1	defined	["名"]	["名"]	[]	[]	[]	前來拜訪或買東西的人	前来拜访或买东西的人	單獨使用不多，常說「客人」或「顧客」。	单独使用不多，常说「客人」或「顾客」。		[0]	general	unreviewed		[]
客|客|ke4~2	客|客|ke4	2	defined	["量"]	["量"]	["classifier-is"]	[]	[]	用於計算一份一份賣的飯菜	用于计算一份一份卖的饭菜				[1]	classifier-is	unreviewed		[]
宣傳|宣传|xuan1 chuan2~1	宣傳|宣传|xuan1 chuan2	1	defined	["動", "名"]	["动", "名"]	[]	[]	[]	向大家說明介紹，使人了解並接受	向大家说明介绍，使人了解并接受				[0, 1, 2, 3]	general	unreviewed		[]
宣布|宣布|xuan1 bu4~1	宣布|宣布|xuan1 bu4	1	defined	["動"]	["动"]	[]	[]	[]	正式、公開地把決定或消息告訴大家	正式、公开地把决定或消息告诉大家				[0, 1, 2]	general	unreviewed		[]
室|室|shi4~1	室|室|shi4	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	房子裡有專門用處的房間	房子里有专门用处的房间				[0, 1]	general	unreviewed		[]
室|室|shi4~2	室|室|shi4	2	defined	["名"]	["名"]	["bound-form"]	[]	[]	國王等統治者的家族	国王等统治者的家族				[4]	general	unreviewed		[]
室|室|shi4~3	室|室|shi4	3	defined	["名"]	["名"]	[]	["lit"]	[]	舊時指埋葬死人的地方	旧时指埋葬死人的地方			archaic-form	[2]	general	unreviewed		[]
室|室|shi4~4	室|室|shi4	4	defined	["名"]	["名"]	[]	["lit"]	[]	舊時指裝刀劍的套子	旧时指装刀剑的套子			archaic-form	[3]	general	unreviewed		[]
室|室|shi4~5	室|室|shi4	5	defined	["名"]	["名"]	[]	[]	[]	二十八星宿之一	二十八星宿之一	傳統上把天上的星分成二十八組，用來記錄日月的位置。	传统上把天上的星分成二十八组，用来记录日月的位置。	proper-name	[5]	general	unreviewed		[]
宮|宫|gong1~1	宮|宫|gong1	1	defined	["名"]	["名"]	["bound-form"]	[]	[]	皇帝和家人住的大型建築	皇帝和家人住的大型建筑				[0]	general	unreviewed		[]
宮|宫|gong1~2	宮|宫|gong1	2	defined	["名"]	["名"]	[]	[]	["rel"]	供人拜神的建築，多見於道教	供人拜神的建筑，多见于道教	這類廟的名字裡常帶「宮」字。	这类庙的名字里常带「宫」字。		[1]	general	unreviewed		[]
宮|宫|gong1~3	宮|宫|gong1	3	defined	["名"]	["名"]	["bound-form"]	[]	["hist"]	舊時的一種刑罰，使人不能生孩子	旧时的一种刑罚，使人不能生孩子				[2]	general	unreviewed		[]
宮|宫|gong1~4	宮|宫|gong1	4	defined	["名"]	["名"]	[]	[]	["music"]	傳統音樂五個基本音中的第一個	传统音乐五个基本音中的第一个				[3]	general	unreviewed		[]
家人|家人|jia1 ren2~1	家人|家人|jia1 ren2	1	defined	["名"]	["名"]	[]	[]	[]	同一家庭中的父母、子女等	同一家庭中的父母、子女等				[0]	general	unreviewed		[]
家人|家人|jia1 ren2~2	家人|家人|jia1 ren2	2	defined	["名"]	["名"]	[]	["arch"]	[]	舊時指家裡幫忙做事的人	旧时指家里帮忙做事的人			archaic-form	[1]	general	unreviewed		[]
家庭|家庭|jia1 ting2~1	家庭|家庭|jia1 ting2	1	defined	["名"]	["名"]	[]	[]	[]	由父母、子女等親人組成，一起生活的群體	由父母、子女等亲人组成，一起生活的群体	「家」既可以指住的地方，也可以指家庭；「家庭」不指房子。	「家」既可以指住的地方，也可以指家庭；「家庭」不指房子。		[0, 1]	general	unreviewed		[]
家族|家族|jia1 zu2~1	家族|家族|jia1 zu2	1	defined	["名"]	["名"]	[]	[]	[]	同一個祖先傳下來的許多家庭	同一个祖先传下来的许多家庭	「家庭」指一起生活的父母和孩子，「家族」包括同姓的許多家庭。	「家庭」指一起生活的父母和孩子，「家族」包括同姓的许多家庭。		[0, 1]	general	unreviewed		[]
容易|容易|rong2 yi4~1	容易|容易|rong2 yi4	1	defined	["形"]	["形"]	[]	[]	[]	不費力就能做到的	不费力就能做到的				[0]	general	unreviewed		[]
容易|容易|rong2 yi4~2	容易|容易|rong2 yi4	2	defined	["形"]	["形"]	[]	[]	[]	某種情況很可能發生的	某种情况很可能发生的	這個用法後面多接不好的事，如生病、出錯。	这个用法后面多接不好的事，如生病、出错。		[1]	general	unreviewed		[]
密|密|mi4~1	密|密|mi4	1	defined	["形"]	["形"]	[]	[]	[]	東西之間離得很近，數量又多的	东西之间离得很近，数量又多的				[0]	general	unreviewed		[]
密|密|mi4~2	密|密|mi4	2	defined	["形"]	["形"]	["bound-form"]	[]	[]	不讓別人知道的	不让别人知道的				[2]	bound-form	unreviewed		[]
密|密|mi4~3	密|密|mi4	3	defined	["形"]	["形"]	["bound-form"]	[]	[]	感情好、關係很近的	感情好、关系很近的				[1]	bound-form	unreviewed		[]
