entry_id	trad	simp	pinyin	content_status	rank	zipf_subtlex	review_status	adjudication	batch	prov_id
出來|出来|chu5 lai5	出來	出来	chu5 lai5	generated	204	5.795	unreviewed		wave1-02	154
出口|出口|chu1 kou3	出口	出口	chu1 kou3	generated	1541	4.485	unreviewed		wave1-07	120
出席|出席|chu1 xi2	出席	出席	chu1 xi2	generated	1834	4.302	unreviewed		wave1-08	111
出版|出版|chu1 ban3	出版	出版	chu1 ban3	generated	1933	4.244	unreviewed		wave1-06	143
出現|出现|chu1 xian4	出現	出现	chu1 xian4	generated	403	5.339	unreviewed		wave1-01	93
出生|出生|chu1 sheng1	出生	出生	chu1 sheng1	generated	1140	4.718	unreviewed		wave1-03	167
出發|出发|chu1 fa1	出發	出发	chu1 fa1	generated	910	4.874	unreviewed		wave1-07	120
刀|刀|dao1	刀	刀	dao1	generated	865	4.912	unreviewed		wave1-05	83
分|分|fen1	分	分	fen1	generated	524	5.211	unreviewed		wave1-02	148
分|分|fen4	分	分	fen4	generated	525	5.211	unreviewed		wave1-02	154
分別|分别|fen1 bie2	分別	分别	fen1 bie2	generated	2126	4.018	unreviewed		wave1-08	111
分子|分子|fen1 zi3	分子	分子	fen1 zi3	generated	1193	4.692	unreviewed		wave1-04	176
分子|分子|fen4 zi3	分子	分子	fen4 zi3	generated	1194	4.692	unreviewed		wave1-04	176
分析|分析|fen1 xi1	分析	分析	fen1 xi1	generated	1251	4.656	unreviewed		wave1-04	176
分鐘|分钟|fen1 zhong1	分鐘	分钟	fen1 zhong1	generated	309	5.517	unreviewed		wave1-03	167
切|切|qie1	切	切	qie1	generated	1177	4.702	unreviewed		wave1-05	132
切|切|qie4	切	切	qie4	generated	1178	4.702	unreviewed		wave1-05	54
划|划|hua2	划	划	hua2	generated	1680	4.404	unreviewed		wave1-07	120
列|列|lie4	列	列	lie4	generated	1619	4.44	unreviewed		wave1-05	132
列車|列车|lie4 che1	列車	列车	lie4 che1	generated	2103	4.077	unreviewed		wave1-08	111
初|初|chu1	初	初	chu1	generated	1673	4.41	unreviewed		wave1-05	126
別|别|bie2	別	别	bie2	generated	77	6.319	unreviewed		wave1-03	32
別人|别人|bie2 ren5	別人	别人	bie2 ren5	generated	294	5.539	unreviewed		wave1-09	101
利|利|li4	利	利	li4	generated	1024	4.795	unreviewed		wave1-02	154
利用|利用|li4 yong4	利用	利用	li4 yong4	generated	786	4.963	unreviewed		wave1-02	154
利益|利益|li4 yi4	利益	利益	li4 yi4	generated	1891	4.272	unreviewed		wave1-08	111
到|到|dao4	到	到	dao4	generated	40	6.619	unreviewed		wave1-01	12
到達|到达|dao4 da2	到達	到达	dao4 da2	generated	1083	4.757	unreviewed		wave1-05	132
制|制|zhi4	制	制	zhi4	generated	1853	4.291	unreviewed		wave1-05	131
刺激|刺激|ci4 ji1	刺激	刺激	ci4 ji1	generated	1358	4.593	unreviewed		wave1-08	111
刻|刻|ke4	刻	刻	ke4	generated	1919	4.253	unreviewed		wave1-08	107
則|则|ze2	則	则	ze2	generated	1226	4.67	unreviewed		wave1-03	156
前|前|qian2	前	前	qian2	generated	177	5.883	unreviewed		wave1-01	12
前往|前往|qian2 wang3	前往	前往	qian2 wang3	generated	1701	4.396	unreviewed		wave1-05	132
剛|刚|gang1	剛	刚	gang1	generated	314	5.511	unreviewed		wave1-03	167
剩下|剩下|sheng4 xia4	剩下	剩下	sheng4 xia4	generated	779	4.968	unreviewed		wave1-08	111
副|副|fu4	副	副	fu4	generated	859	4.917	unreviewed		wave1-03	29
創作|创作|chuang4 zuo4	創作	创作	chuang4 zuo4	generated	2087	4.1	unreviewed		wave1-08	111
創造|创造|chuang4 zao4	創造	创造	chuang4 zao4	generated	1280	4.635	unreviewed		wave1-05	132
劃|划|hua2	劃	划	hua2	generated	1681	4.404	unreviewed		wave1-07	120
劃|划|hua4	劃	划	hua4	generated	1682	4.404	unreviewed		wave1-07	120
劇|剧|ju4	劇	剧	ju4	generated	1583	4.462	unreviewed		wave1-05	132
劇本|剧本|ju4 ben3	劇本	剧本	ju4 ben3	generated	1555	4.477	unreviewed		wave1-09	101
劍|剑|jian4	劍	剑	jian4	generated	1525	4.494	unreviewed		wave1-06	139
力|力|li4	力	力	li4	generated	960	4.832	unreviewed		wave1-03	167
力量|力量|li4 liang5	力量	力量	li4 liang5	generated	773	4.973	unreviewed		wave1-04	176
功能|功能|gong1 neng2	功能	功能	gong1 neng2	generated	1959	4.217	unreviewed		wave1-07	120
加|加|jia1	加	加	jia1	generated	548	5.183	unreviewed		wave1-02	152
加上|加上|jia1 shang4	加上	加上	jia1 shang4	generated	1350	4.598	unreviewed		wave1-05	132
加入|加入|jia1 ru4	加入	加入	jia1 ru4	generated	735	5.008	unreviewed		wave1-02	154
努力|努力|nu3 li4	努力	努力	nu3 li4	generated	464	5.278	unreviewed		wave1-04	176
勒|勒|le4	勒	勒	le4	generated	1408	4.556	unreviewed		wave1-04	169
勒|勒|lei1	勒	勒	lei1	generated	1409	4.556	unreviewed		wave1-04	176
動作|动作|dong4 zuo4	動作	动作	dong4 zuo4	generated	818	4.939	unreviewed		wave1-05	132
動物|动物|dong4 wu4	動物	动物	dong4 wu4	generated	882	4.895	unreviewed		wave1-03	167
勝|胜|sheng4	勝	胜	sheng4	generated	1424	4.547	unreviewed		wave1-05	132
勝利|胜利|sheng4 li4	勝利	胜利	sheng4 li4	generated	1135	4.722	unreviewed		wave1-05	132
包|包|bao1	包	包	bao1	generated	691	5.048	unreviewed		wave1-04	176
包括|包括|bao1 kuo4	包括	包括	bao1 kuo4	generated	941	4.85	unreviewed		wave1-02	154
化學|化学|hua4 xue2	化學	化学	hua4 xue2	generated	1909	4.26	unreviewed		wave1-07	120
北|北|bei3	北	北	bei3	generated	1550	4.479	unreviewed		wave1-04	176
區|区|qu1	區	区	qu1	generated	769	4.979	unreviewed		wave1-02	154
區別|区别|qu1 bie2	區別	区别	qu1 bie2	generated	1446	4.536	unreviewed		wave1-07	120
區域|区域|qu1 yu4	區域	区域	qu1 yu4	generated	1456	4.529	unreviewed		wave1-04	176
十|十|shi2	十	十	shi2	generated	710	5.032	unreviewed		wave1-02	154
十二|十二|shi2 er4	十二	十二	shi2 er4	generated	1987	4.195	unreviewed		wave1-07	120
十分|十分|shi2 fen1	十分	十分	shi2 fen1	generated	1092	4.753	unreviewed		wave1-04	176
千|千|qian1	千	千	qian1	generated	1236	4.664	unreviewed		wave1-03	167
千萬|千万|qian1 wan4	千萬	千万	qian1 wan4	generated	1227	4.67	unreviewed		wave1-09	101
升|升|sheng1	升	升	sheng1	generated	1651	4.421	unreviewed		wave1-07	120
半|半|ban4	半	半	ban4	generated	529	5.206	unreviewed		wave1-02	154
協助|协助|xie2 zhu4	協助	协助	xie2 zhu4	generated	1894	4.27	unreviewed		wave1-08	111
協會|协会|xie2 hui4	協會	协会	xie2 hui4	generated	1905	4.264	unreviewed		wave1-07	120
協議|协议|xie2 yi4	協議	协议	xie2 yi4	generated	1234	4.666	unreviewed		wave1-05	132
南|南|na1	南	南	na1	redirect	1486	4.513	unreviewed		wave1-03	36
南|南|nan2	南	南	nan2	generated	1485	4.513	unreviewed		wave1-03	167
南方|南方|nan2 fang1	南方	南方	nan2 fang1	generated	1752	4.359	unreviewed		wave1-07	120
博|博|bo2	博	博	bo2	generated	1925	4.249	unreviewed		wave1-07	113
博士|博士|bo2 shi4	博士	博士	bo2 shi4	generated	574	5.163	unreviewed		wave1-04	176
博物館|博物馆|bo2 wu4 guan3	博物館	博物馆	bo2 wu4 guan3	generated	1760	4.352	unreviewed		wave1-06	143
占|占|zhan1	占	占	zhan1	generated	1697	4.397	unreviewed		wave1-04	51
占|占|zhan4	占	占	zhan4	generated	1696	4.397	unreviewed		wave1-04	176
卡|卡|qia3	卡	卡	qia3	generated	727	5.018	unreviewed		wave1-02	154
印|印|yin4	印	印	yin4	generated	1335	4.606	unreviewed		wave1-06	143
危機|危机|wei1 ji1	危機	危机	wei1 ji1	generated	1758	4.353	unreviewed		wave1-08	111
危險|危险|wei1 xian3	危險	危险	wei1 xian3	generated	505	5.231	unreviewed		wave1-05	132
即|即|ji2	即	即	ji2	generated	1628	4.431	unreviewed		wave1-04	176
即使|即使|ji2 shi3	即使	即使	ji2 shi3	generated	726	5.02	unreviewed		wave1-04	174
卷|卷|juan3	卷	卷	juan3	generated	1269	4.64	unreviewed		wave1-04	82
卷|卷|juan4	卷	卷	juan4	generated	1270	4.64	unreviewed		wave1-04	172
卻|却|que4	卻	却	que4	generated	266	5.6	unreviewed		wave1-01	93
原|原|yuan2	原	原	yuan2	generated	1190	4.695	unreviewed		wave1-03	167
原來|原来|yuan2 lai2	原來	原来	yuan2 lai2	generated	803	4.949	unreviewed		wave1-05	132
原則|原则|yuan2 ze2	原則	原则	yuan2 ze2	generated	1846	4.296	unreviewed		wave1-07	120
原因|原因|yuan2 yin1	原因	原因	yuan2 yin1	generated	387	5.368	unreviewed		wave1-02	154
原本|原本|yuan2 ben3	原本	原本	yuan2 ben3	generated	1928	4.248	unreviewed		wave1-08	111
去|去|qu4	去	去	qu4	generated	36	6.687	unreviewed		wave1-01	90
去世|去世|qu4 shi4	去世	去世	qu4 shi4	generated	1229	4.669	unreviewed		wave1-04	176
參加|参加|can1 jia1	參加	参加	can1 jia1	generated	381	5.382	unreviewed		wave1-02	154
參與|参与|can1 yu4	參與	参与	can1 yu4	generated	1080	4.759	unreviewed		wave1-03	167
又|又|you4	又	又	you4	generated	137	6.025	unreviewed		wave1-01	28
及|及|ji2	及	及	ji2	generated	949	4.842	unreviewed		wave1-02	154
反|反|fan3	反	反	fan3	generated	1149	4.713	unreviewed		wave1-04	169
反對|反对|fan3 dui4	反對	反对	fan3 dui4	generated	918	4.867	unreviewed		wave1-03	167
反應|反应|fan3 ying4	反應	反应	fan3 ying4	generated	886	4.891	unreviewed		wave1-03	167
取|取|qu3	取	取	qu3	generated	954	4.84	unreviewed		wave1-03	167
取得|取得|qu3 de2	取得	取得	qu3 de2	generated	1632	4.43	unreviewed		wave1-05	132
取消|取消|qu3 xiao1	取消	取消	qu3 xiao1	generated	1088	4.755	unreviewed		wave1-05	132
受|受|shou4	受	受	shou4	generated	388	5.364	unreviewed		wave1-01	93
受傷|受伤|shou4 shang1	受傷	受伤	shou4 shang1	generated	844	4.928	unreviewed		wave1-05	132
受到|受到|shou4 dao4	受到	受到	shou4 dao4	generated	823	4.938	unreviewed		wave1-02	154
口|口|kou3	口	口	kou3	generated	641	5.09	unreviewed		wave1-02	150
古|古|gu3	古	古	gu3	generated	1794	4.333	unreviewed		wave1-05	132
句|句|ju4	句	句	ju4	generated	492	5.251	unreviewed		wave1-05	127
另|另|ling4	另	另	ling4	generated	355	5.427	unreviewed		wave1-04	176
另外|另外|ling4 wai4	另外	另外	ling4 wai4	generated	646	5.087	unreviewed		wave1-02	154
只|只|zhi3	只	只	zhi3	generated	75	6.336	unreviewed		wave1-01	12
只是|只是|zhi3 shi4	只是	只是	zhi3 shi4	generated	202	5.801	unreviewed		wave1-02	154
只有|只有|zhi3 you3	只有	只有	zhi3 you3	generated	428	5.314	unreviewed		wave1-02	154
只能|只能|zhi3 neng2	只能	只能	zhi3 neng2	generated	876	4.903	unreviewed		wave1-04	176
只要|只要|zhi3 yao4	只要	只要	zhi3 yao4	generated	327	5.484	unreviewed		wave1-05	132
叫|叫|jiao4	叫	叫	jiao4	generated	139	6.014	unreviewed		wave1-03	167
叫做|叫做|jiao4 zuo4	叫做	叫做	jiao4 zuo4	generated	1055	4.778	unreviewed		wave1-07	120
可以|可以|ke3 yi3	可以	可以	ke3 yi3	generated	70	6.373	unreviewed		wave1-01	12
可是|可是|ke3 shi4	可是	可是	ke3 shi4	generated	290	5.544	unreviewed		wave1-07	119
可能|可能|ke3 neng2	可能	可能	ke3 neng2	generated	114	6.122	unreviewed		wave1-01	12
史|史|shi3	史	史	shi3	generated	1421	4.551	unreviewed		wave1-04	176
右|右|you4	右	右	you4	generated	1146	4.714	unreviewed		wave1-04	48
叶|叶|xie2	叶	叶	xie2	generated	2055	4.144	unreviewed		wave1-07	120
司|司|si1	司	司	si1	generated	1457	4.529	unreviewed		wave1-04	176
吃|吃|chi1	吃	吃	chi1	generated	167	5.92	unreviewed		wave1-04	176
各|各|ge4	各	各	ge4	generated	1317	4.618	unreviewed		wave1-03	167
各地|各地|ge4 di4	各地	各地	ge4 di4	generated	2106	4.07	unreviewed		wave1-09	101
各種|各种|ge4 zhong3	各種	各种	ge4 zhong3	generated	1643	4.427	unreviewed		wave1-05	132
合|合|ge3	合	合	ge3	generated	1290	4.628	unreviewed		wave1-04	176
合作|合作|he2 zuo4	合作	合作	he2 zuo4	generated	745	4.999	unreviewed		wave1-02	154
合併|合并|he2 bing4	合併	合并	he2 bing4	generated	2101	4.08	unreviewed		wave1-09	101
合法|合法|he2 fa3	合法	合法	he2 fa3	generated	1567	4.472	unreviewed		wave1-09	101
吉|吉|ji2	吉	吉	ji2	generated	1034	4.789	unreviewed		wave1-03	35
同|同|tong2	同	同	tong2	generated	528	5.207	unreviewed		wave1-02	154
同志|同志|tong2 zhi4	同志	同志	tong2 zhi4	generated	1104	4.747	unreviewed		wave1-07	120
同性戀|同性恋|tong2 xing4 lian4	同性戀	同性恋	tong2 xing4 lian4	generated	759	4.993	unreviewed		wave1-07	120
同意|同意|tong2 yi4	同意	同意	tong2 yi4	generated	501	5.235	unreviewed		wave1-03	167
同時|同时|tong2 shi2	同時	同时	tong2 shi2	generated	774	4.972	unreviewed		wave1-02	154
同樣|同样|tong2 yang4	同樣	同样	tong2 yang4	generated	806	4.945	unreviewed		wave1-03	167
名|名|ming2	名	名	ming2	generated	340	5.472	unreviewed		wave1-01	8
名人|名人|ming2 ren2	名人	名人	ming2 ren2	generated	1534	4.491	unreviewed		wave1-09	101
名單|名单|ming2 dan1	名單	名单	ming2 dan1	generated	985	4.819	unreviewed		wave1-06	143
名字|名字|ming2 zi5	名字	名字	ming2 zi5	generated	254	5.631	unreviewed		wave1-02	154
后|后|hou4	后	后	hou4	generated	197	5.817	unreviewed		wave1-01	12
向|向|xiang4	向	向	xiang4	generated	232	5.71	unreviewed		wave1-01	10
君|君|jun1	君	君	jun1	generated	2024	4.172	unreviewed		wave1-07	120
否則|否则|fou3 ze2	否則	否则	fou3 ze2	generated	680	5.054	unreviewed		wave1-08	111
听|听|yin3	听	听	yin3	generated	92	6.214	unreviewed		wave1-04	176
吸引|吸引|xi1 yin3	吸引	吸引	xi1 yin3	generated	1207	4.681	unreviewed		wave1-06	143
告訴|告诉|gao4 su4	告訴	告诉	gao4 su4	generated	87	6.261	unreviewed		wave1-05	132
告訴|告诉|gao4 su5	告訴	告诉	gao4 su5	generated	86	6.261	unreviewed		wave1-05	132
呢|呢|ne5	呢	呢	ne5	generated	72	6.359	unreviewed		wave1-09	99
呢|呢|ni2	呢	呢	ni2	generated	73	6.359	unreviewed		wave1-09	71
周|周|zhou1	周	周	zhou1	generated	350	5.44	unreviewed		wave1-01	93
周圍|周围|zhou1 wei2	周圍	周围	zhou1 wei2	generated	1077	4.76	unreviewed		wave1-06	143
味|味|wei4	味	味	wei4	generated	1426	4.546	unreviewed		wave1-08	106
命|命|ming4	命	命	ming4	generated	650	5.083	unreviewed		wave1-03	167
命令|命令|ming4 ling4	命令	命令	ming4 ling4	generated	775	4.972	unreviewed		wave1-04	176
命名|命名|ming4 ming2	命名	命名	ming4 ming2	generated	2113	4.055	unreviewed		wave1-08	111
和平|和平|he2 ping2	和平	和平	he2 ping2	generated	1376	4.575	unreviewed		wave1-05	132
咖啡|咖啡|ka1 fei1	咖啡	咖啡	ka1 fei1	generated	634	5.097	unreviewed		wave1-08	112
品|品|pin3	品	品	pin3	generated	2064	4.13	unreviewed		wave1-09	95
哈|哈|ha1	哈	哈	ha1	generated	522	5.212	unreviewed		wave1-02	146
哈|哈|ha3	哈	哈	ha3	generated	523	5.212	unreviewed		wave1-02	154
員|员|yuan2	員	员	yuan2	generated	434	5.304	unreviewed		wave1-02	147
員工|员工|yuan2 gong1	員工	员工	yuan2 gong1	generated	1462	4.527	unreviewed		wave1-09	101
哥|哥|ge1	哥	哥	ge1	generated	1126	4.729	unreviewed		wave1-05	132
唯一|唯一|wei2 yi1	唯一	唯一	wei2 yi1	generated	383	5.379	unreviewed		wave1-02	154
唱|唱|chang4	唱	唱	chang4	generated	469	5.274	unreviewed		wave1-05	132
唱片|唱片|chang4 pian4	唱片	唱片	chang4 pian4	generated	1596	4.454	unreviewed		wave1-07	120
商|商|shang1	商	商	shang1	generated	1780	4.341	unreviewed		wave1-06	143
商業|商业|shang1 ye4	商業	商业	shang1 ye4	generated	1825	4.307	unreviewed		wave1-06	143
問|问|wen4	問	问	wen4	generated	206	5.785	unreviewed		wave1-03	167
問題|问题|wen4 ti2	問題	问题	wen4 ti2	generated	142	5.998	unreviewed		wave1-01	12
啟動|启动|qi3 dong4	啟動	启动	qi3 dong4	generated	1498	4.508	unreviewed		wave1-08	111
善|善|shan4	善	善	shan4	generated	1812	4.318	unreviewed		wave1-07	120
喜|喜|xi3	喜	喜	xi3	generated	1808	4.321	unreviewed		wave1-08	111
喜歡|喜欢|xi3 huan5	喜歡	喜欢	xi3 huan5	generated	111	6.138	unreviewed		wave1-03	167
喬|乔|qiao2	喬	乔	qiao2	generated	1259	4.65	unreviewed		wave1-05	132
單|单|dan1	單	单	dan1	generated	943	4.847	unreviewed		wave1-03	167
單位|单位|dan1 wei4	單位	单位	dan1 wei4	generated	2058	4.138	unreviewed		wave1-07	120
單獨|单独|dan1 du2	單獨	单独	dan1 du2	generated	1150	4.713	unreviewed		wave1-07	120
嗎|吗|ma2	嗎	吗	ma2	generated	20	6.871	unreviewed		wave1-08	111
嗎|吗|ma5	嗎	吗	ma5	generated	19	6.871	unreviewed		wave1-08	109
嘗試|尝试|chang2 shi4	嘗試	尝试	chang2 shi4	generated	1040	4.785	unreviewed		wave1-06	143
嘴|嘴|zui3	嘴	嘴	zui3	generated	370	5.404	unreviewed		wave1-08	111
器|器|qi4	器	器	qi4	generated	1101	4.75	unreviewed		wave1-04	176
嚴格|严格|yan2 ge2	嚴格	严格	yan2 ge2	generated	1818	4.311	unreviewed		wave1-08	111
嚴重|严重|yan2 zhong4	嚴重	严重	yan2 zhong4	generated	780	4.967	unreviewed		wave1-03	167
四|四|si4	四	四	si4	generated	423	5.318	unreviewed		wave1-01	93
回|回|hui2	回	回	hui2	generated	155	5.955	unreviewed		wave1-01	89
回到|回到|hui2 dao4	回到	回到	hui2 dao4	generated	589	5.154	unreviewed		wave1-03	167
回憶|回忆|hui2 yi4	回憶	回忆	hui2 yi4	generated	1418	4.552	unreviewed		wave1-09	101
回答|回答|hui2 da2	回答	回答	hui2 da2	generated	648	5.084	unreviewed		wave1-08	111
因|因|yin1	因	因	yin1	generated	825	4.937	unreviewed		wave1-02	154
因此|因此|yin1 ci3	因此	因此	yin1 ci3	generated	842	4.929	unreviewed		wave1-02	154
因為|因为|yin1 wei4	因為	因为	yin1 wei4	generated	88	6.251	unreviewed		wave1-01	12
困難|困难|kun4 nan5	困難	困难	kun4 nan5	generated	1013	4.803	unreviewed		wave1-05	132
圈|圈|juan1	圈	圈	juan1	generated	1003	4.81	unreviewed		wave1-05	132
圈|圈|juan4	圈	圈	juan4	generated	1002	4.81	unreviewed		wave1-05	132
圈|圈|quan1	圈	圈	quan1	generated	1001	4.81	unreviewed		wave1-05	127
國家|国家|guo2 jia1	國家	国家	guo2 jia1	generated	508	5.221	unreviewed		wave1-01	93
國王|国王|guo2 wang2	國王	国王	guo2 wang2	generated	1127	4.729	unreviewed		wave1-03	167
國際|国际|guo2 ji4	國際	国际	guo2 ji4	generated	1518	4.498	unreviewed		wave1-04	176
圍|围|wei2	圍	围	wei2	generated	1915	4.258	unreviewed		wave1-09	101
圓|圆|yuan2	圓	圆	yuan2	generated	1797	4.329	unreviewed		wave1-07	120
圖|图|tu2	圖	图	tu2	generated	1440	4.539	unreviewed		wave1-04	176
圖書館|图书馆|tu2 shu1 guan3	圖書館	图书馆	tu2 shu1 guan3	generated	1749	4.36	unreviewed		wave1-06	143
團|团|tuan2	團	团	tuan2	generated	1502	4.506	unreviewed		wave1-04	43
團隊|团队|tuan2 dui4	團隊	团队	tuan2 dui4	generated	1324	4.613	unreviewed		wave1-06	143
團體|团体|tuan2 ti3	團體	团体	tuan2 ti3	generated	1992	4.192	unreviewed		wave1-07	120
土|土|tu3	土	土	tu3	generated	1747	4.362	unreviewed		wave1-06	143
土地|土地|tu3 di4	土地	土地	tu3 di4	generated	1470	4.524	unreviewed		wave1-05	132
土地|土地|tu3 di5	土地	土地	tu3 di5	generated	1471	4.524	unreviewed		wave1-05	132
圣|圣|ku1	圣	圣	ku1	generated	977	4.823	unreviewed		wave1-03	167
在|在|zai4	在	在	zai4	generated	11	7.108	unreviewed		wave1-01	10
在於|在于|zai4 yu2	在於	在于	zai4 yu2	generated	1441	4.539	unreviewed		wave1-06	143
地|地|di4	地	地	di4	generated	227	5.73	unreviewed		wave1-01	12
地下|地下|di4 xia4	地下	地下	di4 xia4	generated	1659	4.418	unreviewed		wave1-08	111
地位|地位|di4 wei4	地位	地位	di4 wei4	generated	2038	4.156	unreviewed		wave1-07	120
地區|地区|di4 qu1	地區	地区	di4 qu1	generated	1252	4.656	unreviewed		wave1-03	167
地圖|地图|di4 tu2	地圖	地图	di4 tu2	generated	1410	4.556	unreviewed		wave1-07	120
地址|地址|di4 zhi3	地址	地址	di4 zhi3	generated	1068	4.766	unreviewed		wave1-09	101
地方|地方|di4 fang1	地方	地方	di4 fang1	generated	188	5.843	unreviewed		wave1-01	93
地方|地方|di4 fang5	地方	地方	di4 fang5	generated	187	5.843	unreviewed		wave1-01	93
地球|地球|di4 qiu2	地球	地球	di4 qiu2	generated	959	4.835	unreviewed		wave1-03	167
地鐵|地铁|di4 tie3	地鐵	地铁	di4 tie3	generated	1895	4.27	unreviewed		wave1-08	111
地點|地点|di4 dian3	地點	地点	di4 dian3	generated	1144	4.716	unreviewed		wave1-06	143
均|均|jun1	均	均	jun1	generated	2131	3.966	unreviewed		wave1-09	95
坐|坐|zuo4	坐	坐	zuo4	generated	256	5.627	unreviewed		wave1-05	131
型|型|xing2	型	型	xing2	generated	1212	4.68	unreviewed		wave1-03	167
城|城|cheng2	城	城	cheng2	generated	929	4.86	unreviewed		wave1-02	154
城市|城市|cheng2 shi4	城市	城市	cheng2 shi4	generated	746	4.999	unreviewed		wave1-02	154
執行|执行|zhi2 xing2	執行	执行	zhi2 xing2	generated	1260	4.65	unreviewed		wave1-04	176
基|基|ji1	基	基	ji1	generated	1332	4.608	unreviewed		wave1-03	160
基因|基因|ji1 yin1	基因	基因	ji1 yin1	generated	1848	4.295	unreviewed		wave1-08	112
基地|基地|ji1 di4	基地	基地	ji1 di4	generated	1468	4.525	unreviewed		wave1-05	132
基於|基于|ji1 yu2	基於	基于	ji1 yu2	generated	2025	4.172	unreviewed		wave1-08	109
基本|基本|ji1 ben3	基本	基本	ji1 ben3	generated	1250	4.657	unreviewed		wave1-04	176
基礎|基础|ji1 chu3	基礎	基础	ji1 chu3	generated	1970	4.208	unreviewed		wave1-07	120
堂|堂|tang2	堂	堂	tang2	generated	1969	4.21	unreviewed		wave1-07	117
堅持|坚持|jian1 chi2	堅持	坚持	jian1 chi2	generated	715	5.029	unreviewed		wave1-05	132
堆|堆|dui1	堆	堆	dui1	generated	950	4.841	unreviewed		wave1-09	101
報|报|bao4	報	报	bao4	generated	1213	4.679	unreviewed		wave1-04	81
報告|报告|bao4 gao4	報告	报告	bao4 gao4	generated	662	5.067	unreviewed		wave1-03	167
報紙|报纸|bao4 zhi3	報紙	报纸	bao4 zhi3	generated	1166	4.707	unreviewed		wave1-06	143
報道|报道|bao4 dao4	報道	报道	bao4 dao4	generated	1078	4.76	unreviewed		wave1-05	132
場|场|chang2	場	场	chang2	generated	312	5.514	unreviewed		wave1-01	1
場|场|chang3	場	场	chang3	generated	311	5.514	unreviewed		wave1-01	89
塊|块|kuai4	塊	块	kuai4	generated	347	5.446	unreviewed		wave1-04	172
塔|塔|ta3	塔	塔	ta3	generated	1311	4.62	unreviewed		wave1-03	168
塞|塞|sai1	塞	塞	sai1	generated	1167	4.707	unreviewed		wave1-03	159
塞|塞|sai4	塞	塞	sai4	generated	1168	4.707	unreviewed		wave1-03	160
塞|塞|se4	塞	塞	se4	generated	1169	4.707	unreviewed		wave1-03	160
增加|增加|zeng1 jia1	增加	增加	zeng1 jia1	generated	1612	4.447	unreviewed		wave1-04	176
壓|压|ya1	壓	压	ya1	generated	1187	4.696	unreviewed		wave1-07	120
壓力|压力|ya1 li4	壓力	压力	ya1 li4	generated	904	4.879	unreviewed		wave1-05	132
士|士|shi4	士	士	shi4	generated	1704	4.393	unreviewed		wave1-05	75
士兵|士兵|shi4 bing1	士兵	士兵	shi4 bing1	generated	1208	4.681	unreviewed		wave1-06	143
夏|夏|xia4	夏	夏	xia4	generated	2120	4.029	unreviewed		wave1-09	101
外|外|wai4	外	外	wai4	generated	651	5.083	unreviewed		wave1-02	154
多|多|duo1	多	多	duo1	generated	97	6.195	unreviewed		wave1-01	5
多少|多少|duo1 shao3	多少	多少	duo1 shao3	generated	339	5.473	unreviewed		wave1-08	111
多少|多少|duo1 shao5	多少	多少	duo1 shao5	generated	338	5.473	unreviewed		wave1-08	111
夜|夜|ye4	夜	夜	ye4	generated	845	4.927	unreviewed		wave1-05	132
夢|梦|meng4	夢	梦	meng4	generated	653	5.082	unreviewed		wave1-04	170
大事|大事|da4 shi4	大事	大事	da4 shi4	generated	1671	4.411	unreviewed		wave1-07	120
大型|大型|da4 xing2	大型	大型	da4 xing2	generated	2089	4.098	unreviewed		wave1-08	111
大多數|大多数|da4 duo1 shu4	大多數	大多数	da4 duo1 shu4	generated	1288	4.631	unreviewed		wave1-04	176
大學|大学|da4 xue2	大學	大学	da4 xue2	generated	613	5.123	unreviewed		wave1-01	93
大家|大家|da4 jia1	大家	大家	da4 jia1	generated	230	5.716	unreviewed		wave1-06	143
大會|大会|da4 hui4	大會	大会	da4 hui4	generated	1864	4.286	unreviewed		wave1-06	143
大樓|大楼|da4 lou2	大樓	大楼	da4 lou2	generated	1392	4.563	unreviewed		wave1-06	143
大約|大约|da4 yue1	大約	大约	da4 yue1	generated	1340	4.604	unreviewed		wave1-04	176
大道|大道|da4 dao4	大道	大道	da4 dao4	generated	1816	4.312	unreviewed		wave1-09	101
大部分|大部分|da4 bu4 fen5	大部分	大部分	da4 bu4 fen5	generated	1329	4.61	unreviewed		wave1-04	176
大量|大量|da4 liang4	大量	大量	da4 liang4	generated	1691	4.399	unreviewed		wave1-05	132
天|天|tian1	天	天	tian1	generated	104	6.179	unreviewed		wave1-01	12
天氣|天气|tian1 qi4	天氣	天气	tian1 qi4	generated	1377	4.575	unreviewed		wave1-09	101
太|太|tai4	太	太	tai4	generated	81	6.288	unreviewed		wave1-01	93
太空|太空|tai4 kong1	太空	太空	tai4 kong1	generated	1617	4.442	unreviewed		wave1-07	120
太陽|太阳|tai4 yang5	太陽	太阳	tai4 yang5	generated	1300	4.626	unreviewed		wave1-04	169
夫|夫|fu1	夫	夫	fu1	generated	1444	4.537	unreviewed		wave1-04	176
夫|夫|fu2	夫	夫	fu2	generated	1445	4.537	unreviewed		wave1-04	174
夫人|夫人|fu1 ren5	夫人	夫人	fu1 ren5	generated	552	5.18	unreviewed		wave1-03	167
失去|失去|shi1 qu4	失去	失去	shi1 qu4	generated	466	5.275	unreviewed		wave1-03	167
失敗|失败|shi1 bai4	失敗	失败	shi1 bai4	generated	888	4.888	unreviewed		wave1-04	176
