sense_uid	seq	trad	simp	realized	spans	shows	shows_simp
嘴|嘴|zui3~1	0	他張開嘴，一口喝下了那杯水。	他张开嘴，一口喝下了那杯水。	嘴	[[3, 4]]		
嘴|嘴|zui3~2	0	這個茶壺的嘴斷了一小塊。	这个茶壶的嘴断了一小块。	嘴	[[5, 6]]		
嚴格|严格|yan2 ge2~1	0	這位老師對學生非常嚴格。	这位老师对学生非常严格。	嚴格	[[9, 11]]		
嚴重|严重|yan2 zhong4~1	0	這次事故造成了嚴重的損失。	这次事故造成了严重的损失。	嚴重	[[7, 9]]		
四|四|si4~1	0	我們一家四口住在這裡。	我们一家四口住在这里。	四	[[4, 5]]		
回|回|hui2~1	0	天黑以前我們要回學校。	天黑以前我们要回学校。	回	[[7, 8]]		
回|回|hui2~2	0	他很快就回了我的信。	他很快就回了我的信。	回	[[4, 5]]		
回|回|hui2~3	0	這件事我跟他說過兩回了。	这件事我跟他说过两回了。	回	[[9, 10]]		
回|回|hui2~4	0	這本小說一共有一百回。	这本小说一共有一百回。	回	[[9, 10]]		
回到|回到|hui2 dao4~1	0	他昨天晚上很晚才回到家。	他昨天晚上很晚才回到家。	回到	[[8, 10]]		
回憶|回忆|hui2 yi4~1	0	他常常回憶起小時候的事。	他常常回忆起小时候的事。	回憶	[[3, 5]]	動	动
回憶|回忆|hui2 yi4~1	1	那段日子留給我很多美好的回憶。	那段日子留给我很多美好的回忆。	回憶	[[12, 14]]	名	名
回答|回答|hui2 da2~1	0	他認真回答了老師的問題。	他认真回答了老师的问题。	回答	[[3, 5]]	動	动
回答|回答|hui2 da2~1	1	這樣的回答讓大家很滿意。	这样的回答让大家很满意。	回答	[[3, 5]]	名	名
因|因|yin1~2	0	他因病請了三天假。	他因病请了三天假。	因	[[1, 2]]	介	介
因|因|yin1~2	1	因天氣不好，比賽改到下週。	因天气不好，比赛改到下周。	因	[[0, 1]]	連	连
因此|因此|yin1 ci3~1	0	他生病了，因此沒來上課。	他生病了，因此没来上课。	因此	[[5, 7]]	接在原因後	接在原因后
因此|因此|yin1 ci3~1	1	由於下大雨，因此比賽取消了。	由于下大雨，因此比赛取消了。	因此	[[6, 8]]	與由於連用	与由于连用
因為|因为|yin1 wei4~1	0	因為下雨，所以比賽取消了。	因为下雨，所以比赛取消了。	因為	[[0, 2]]	連	连
因為|因为|yin1 wei4~1	1	他因為工作，很少回家。	他因为工作，很少回家。	因為	[[1, 3]]	介	介
困難|困难|kun4 nan5~1	0	這道題對他來說有點困難。	这道题对他来说有点困难。	困難	[[9, 11]]	形	形
困難|困难|kun4 nan5~1	1	我們一定能克服這些困難。	我们一定能克服这些困难。	困難	[[9, 11]]	名	名
困難|困难|kun4 nan5~2	0	他家經濟困難，孩子上不起學。	他家经济困难，孩子上不起学。	困難	[[4, 6]]		
圈|圈|juan1~1	0	天黑前要把雞圈起來。	天黑前要把鸡圈起来。	圈	[[6, 7]]		
圈|圈|juan4~1	0	那頭牛正站在圈裡。	那头牛正站在圈里。	圈	[[6, 7]]		
圈|圈|quan1~1	0	他在紙上畫了一個圈。	他在纸上画了一个圈。	圈	[[8, 9]]		
圈|圈|quan1~2	0	這個圈裡的人大多是年輕人。	这个圈里的人大多是年轻人。	圈	[[2, 3]]		
圈|圈|quan1~3	0	他每天早上在公園跑五圈。	他每天早上在公园跑五圈。	圈	[[10, 11]]		
圈|圈|quan1~4	0	請你圈出不認識的字。	请你圈出不认识的字。	圈	[[2, 3]]		
圈|圈|quan1~5	0	他們用木板把院子圈了起來。	他们用木板把院子圈了起来。	圈	[[8, 9]]		
國家|国家|guo2 jia1~1	0	他到過世界上很多國家。	他到过世界上很多国家。	國家	[[8, 10]]		
國王|国王|guo2 wang2~1	0	大家都很喜歡這位年輕的國王。	大家都很喜欢这位年轻的国王。	國王	[[11, 13]]		
國際|国际|guo2 ji4~1	0	這是一場重要的國際會議。	这是一场重要的国际会议。	國際	[[7, 9]]		
圍|围|wei2~1	0	警察把整座大樓圍了起來。	警察把整座大楼围了起来。	圍	[[7, 8]]		
圍|围|wei2~2	0	外面很冷，你圍上圍巾吧。	外面很冷，你围上围巾吧。	圍	[[6, 7]]		
圓|圆|yuan2~1	0	這張桌子是圓的，坐得下八個人。	这张桌子是圆的，坐得下八个人。	圓	[[5, 6]]		
圓|圆|yuan2~2	0	老師在黑板上畫了一個圓。	老师在黑板上画了一个圆。	圓	[[10, 11]]		
圓|圆|yuan2~5	0	他想了半天才把這個謊圓過去。	他想了半天才把这个谎圆过去。	圓	[[10, 11]]		
圖|图|tu2~1	0	老師在黑板上畫了一張圖。	老师在黑板上画了一张图。	圖	[[10, 11]]		
圖|图|tu2~2	0	他買這種東西只是圖便宜。	他买这种东西只是图便宜。	圖	[[8, 9]]		
圖書館|图书馆|tu2 shu1 guan3~1	0	他每天下午都在圖書館看書。	他每天下午都在图书馆看书。	圖書館	[[7, 10]]		
團|团|tuan2~4	0	她手裡拿著一團毛線。	她手里拿着一团毛线。	團	[[6, 7]]		
團|团|tuan2~5	0	他把紙團起來扔掉了。	他把纸团起来扔掉了。	團	[[3, 4]]		
團隊|团队|tuan2 dui4~1	0	這個團隊由五個年輕人組成。	这个团队由五个年轻人组成。	團隊	[[2, 4]]		
團體|团体|tuan2 ti3~1	0	我們學校有很多學生團體。	我们学校有很多学生团体。	團體	[[9, 11]]		
土|土|tu3~1	0	種花的時候要用好一點的土。	种花的时候要用好一点的土。	土	[[11, 12]]		
土|土|tu3~2	0	市場上的土雞蛋賣得很快。	市场上的土鸡蛋卖得很快。	土	[[4, 5]]		
土|土|tu3~3	0	他覺得這件衣服有點土。	他觉得这件衣服有点土。	土	[[9, 10]]		
土地|土地|tu3 di4~1	0	這片土地種著小麥。	这片土地种着小麦。	土地	[[2, 4]]		
土地|土地|tu3 di4~2	0	他們為了保護自己的土地而戰。	他们为了保护自己的土地而战。	土地	[[9, 11]]		
土地|土地|tu3 di5~1	0	村裡的人每年都去拜土地。	村里的人每年都去拜土地。	土地	[[9, 11]]		
在|在|zai4~1	0	老師今天不在學校。	老师今天不在学校。	在	[[5, 6]]		
在|在|zai4~1	1	你的那本書在我這裡。	你的那本书在我这里。	在	[[5, 6]]		
在|在|zai4~2	0	他喜歡在圖書館看書。	他喜欢在图书馆看书。	在	[[3, 4]]	地點	地点
在|在|zai4~2	1	會議在下午三點開始。	会议在下午三点开始。	在	[[2, 3]]	時間	时间
在|在|zai4~2	2	他們一家人住在附近。	他们一家人住在附近。	在	[[6, 7]]	動詞後	动词后
在|在|zai4~3	0	他在打電話，請等一下。	他在打电话，请等一下。	在	[[1, 2]]	進行	进行
在|在|zai4~3	1	這麼晚了，你還在工作嗎？	这么晚了，你还在工作吗？	在	[[7, 8]]	持續	持续
在|在|zai4~4	0	他爸爸已經不在了。	他爸爸已经不在了。	在	[[6, 7]]		
在|在|zai4~4	1	小時候常去的那家店還在。	小时候常去的那家店还在。	在	[[10, 11]]		
在於|在于|zai4 yu2~1	0	這件事的困難在於時間太短。	这件事的困难在于时间太短。	在於	[[6, 8]]		
在於|在于|zai4 yu2~2	0	能不能成功，在於你自己是否努力。	能不能成功，在于你自己是否努力。	在於	[[6, 8]]		
地|地|di4~1	0	他的鑰匙掉在地上了。	他的钥匙掉在地上了。	地	[[6, 7]]		
地|地|di4~3	0	他家在山下有一塊地。	他家在山下有一块地。	地	[[8, 9]]		
地下|地下|di4 xia4~1	0	這條水管埋在地下。	这条水管埋在地下。	地下	[[6, 8]]		
地下|地下|di4 xia4~2	0	那個組織長期在地下活動。	那个组织长期在地下活动。	地下	[[7, 9]]		
地位|地位|di4 wei4~1	0	她在公司裡地位很高。	她在公司里地位很高。	地位	[[5, 7]]		
地區|地区|di4 qu1~1	0	這個地區的雨水特別多。	这个地区的雨水特别多。	地區	[[2, 4]]		
地區|地区|di4 qu1~2	0	這幾個縣過去屬於同一個地區。	这几个县过去属于同一个地区。	地區	[[11, 13]]		
地圖|地图|di4 tu2~1	0	我在地圖上找到了那個小鎮。	我在地图上找到了那个小镇。	地圖	[[2, 4]]		
地址|地址|di4 zhi3~1	0	請把你的地址寫在這張紙上。	请把你的地址写在这张纸上。	地址	[[4, 6]]		
地方|地方|di4 fang1~1	0	地方上的情況跟中央不同。	地方上的情况跟中央不同。	地方	[[0, 2]]		
地方|地方|di4 fang5~1	0	我們找個地方坐下來吧。	我们找个地方坐下来吧。	地方	[[4, 6]]		
地方|地方|di4 fang5~2	0	這篇文章有幾個地方要改。	这篇文章有几个地方要改。	地方	[[7, 9]]		
地球|地球|di4 qiu2~1	0	我們只有一個地球，要好好保護它。	我们只有一个地球，要好好保护它。	地球	[[6, 8]]		
地鐵|地铁|di4 tie3~1	0	我每天坐地鐵去上班。	我每天坐地铁去上班。	地鐵	[[4, 6]]		
地點|地点|di4 dian3~1	0	開會的地點改到三樓了。	开会的地点改到三楼了。	地點	[[3, 5]]		
均|均|jun1~2	0	這幾項工作均已完成。	这几项工作均已完成。	均	[[5, 6]]		
坐|坐|zuo4~1	0	大家坐好，電影要開始了。	大家坐好，电影要开始了。	坐	[[2, 3]]		
坐|坐|zuo4~2	0	他坐飛機去了南方。	他坐飞机去了南方。	坐	[[1, 2]]		
城|城|cheng2~1	0	這座城很小，走路半天就能走完。	这座城很小，走路半天就能走完。	城	[[2, 3]]		
城市|城市|cheng2 shi4~1	0	他從小在這座城市長大。	他从小在这座城市长大。	城市	[[6, 8]]		
執行|执行|zhi2 xing2~1	0	警察正在執行任務。	警察正在执行任务。	執行	[[4, 6]]		
基因|基因|ji1 yin1~1	0	這種病和基因有很大的關係。	这种病和基因有很大的关系。	基因	[[4, 6]]		
基地|基地|ji1 di4~1	0	這座島上有一個軍事基地。	这座岛上有一个军事基地。	基地	[[9, 11]]		
基地|基地|ji1 di4~1	1	這一帶是重要的生產基地。	这一带是重要的生产基地。	基地	[[9, 11]]		
基於|基于|ji1 yu2~1	0	基於安全的考慮，這條路暫時關閉。	基于安全的考虑，这条路暂时关闭。	基於	[[0, 2]]	原因	原因
基於|基于|ji1 yu2~1	1	他基於這些資料做出了決定。	他基于这些资料做出了决定。	基於	[[1, 3]]	根據	根据
基本|基本|ji1 ben3~1	0	這些都是最基本的要求。	这些都是最基本的要求。	基本	[[5, 7]]		
基本|基本|ji1 ben3~2	0	工作基本完成了，只剩下一點。	工作基本完成了，只剩下一点。	基本	[[2, 4]]		
基礎|基础|ji1 chu3~1	0	做任何事都要先打好基礎。	做任何事都要先打好基础。	基礎	[[9, 11]]		
堂|堂|tang2~3	0	今天下午我們有兩堂數學課。	今天下午我们有两堂数学课。	堂	[[8, 9]]		
堂|堂|tang2~4	0	他們買了一堂新家具。	他们买了一堂新家具。	堂	[[5, 6]]		
堅持|坚持|jian1 chi2~1	0	他堅持每天走路上班。	他坚持每天走路上班。	堅持	[[1, 3]]		
堅持|坚持|jian1 chi2~1	1	大家都反對，他還是堅持自己的想法。	大家都反对，他还是坚持自己的想法。	堅持	[[9, 11]]		
堆|堆|dui1~1	0	他把舊報紙堆在門後面。	他把旧报纸堆在门后面。	堆	[[5, 6]]		
堆|堆|dui1~2	0	地上有一堆沒洗的衣服。	地上有一堆没洗的衣服。	一堆	[[3, 5]]		
報|报|bao4~4	0	這門課我上星期就報了。	这门课我上星期就报了。	報	[[8, 9]]		
報|报|bao4~5	0	發現問題要馬上報上去。	发现问题要马上报上去。	報	[[7, 8]]		
報|报|bao4~6	0	父親每天早上都看報。	父亲每天早上都看报。	報	[[8, 9]]		
報告|报告|bao4 gao4~1	0	他花了三天寫完這份報告。	他花了三天写完这份报告。	報告	[[9, 11]]		
報告|报告|bao4 gao4~2	0	發現問題要馬上向老師報告。	发现问题要马上向老师报告。	報告	[[10, 12]]		
報紙|报纸|bao4 zhi3~1	0	爸爸每天早上都看報紙。	爸爸每天早上都看报纸。	報紙	[[8, 10]]		
報道|报道|bao4 dao4~1	0	各大電視臺都報道了這件事。	各大电视台都报道了这件事。	報道	[[6, 8]]		
報道|报道|bao4 dao4~2	0	我在報紙上看到一篇相關報道。	我在报纸上看到一篇相关报道。	報道	[[11, 13]]		
場|场|chang2~3	0	村裡的人把穀物放在場上曬乾。	村里的人把谷物放在场上晒干。	場	[[9, 10]]		
場|场|chang2~4	0	昨天晚上下了一場大雨。	昨天晚上下了一场大雨。	場	[[7, 8]]		
場|场|chang3~2	0	我們昨天去看了一場電影。	我们昨天去看了一场电影。	場	[[8, 9]]		
塊|块|kuai4~1	0	他把肉切成小塊，放在盤子裡。	他把肉切成小块，放在盘子里。	塊	[[6, 7]]		
塊|块|kuai4~2	0	弟弟一口氣吃了兩塊蛋糕。	弟弟一口气吃了两块蛋糕。	塊	[[8, 9]]		
塊|块|kuai4~3	0	這件衣服只要一百塊錢。	这件衣服只要一百块钱。	塊	[[8, 9]]		
塔|塔|ta3~1	0	山上那座塔已經有幾百年了。	山上那座塔已经有几百年了。	塔	[[4, 5]]		
塞|塞|sai1~1	0	他把衣服塞進了包裡。	他把衣服塞进了包里。	塞	[[4, 5]]		
增加|增加|zeng1 jia1~1	0	這幾年學校的學生增加了很多。	这几年学校的学生增加了很多。	增加	[[8, 10]]		
壓|压|ya1~1	0	小心別壓到我的腳。	小心别压到我的脚。	壓	[[3, 4]]		
壓|压|ya1~2	0	公司把這個消息壓了下來。	公司把这个消息压了下来。	壓	[[7, 8]]		
壓力|压力|ya1 li4~1	0	老師要我們別給自己太多壓力。	老师要我们别给自己太多压力。	壓力	[[11, 13]]		
壓力|压力|ya1 li4~2	0	水深的地方，壓力也比較大。	水深的地方，压力也比较大。	壓力	[[6, 8]]		
士兵|士兵|shi4 bing1~1	0	那些士兵正在接受訓練。	那些士兵正在接受训练。	士兵	[[2, 4]]		
外|外|wai4~1	0	小狗在門外叫個不停。	小狗在门外叫个不停。	外	[[4, 5]]		
多|多|duo1~1	0	今天公園裡的人很多。	今天公园里的人很多。	多	[[8, 9]]	形	形
多|多|duo1~1	1	天氣冷，多穿一點衣服。	天气冷，多穿一点衣服。	多	[[4, 5]]	副	副
多|多|duo1~2	0	他在這家公司工作了十多年。	他在这家公司工作了十多年。	多	[[10, 11]]		
多|多|duo1~3	0	你知道那座山有多高嗎？	你知道那座山有多高吗？	多	[[7, 8]]		
多|多|duo1~4	0	這句話多了一個字。	这句话多了一个字。	多	[[3, 4]]		
多少|多少|duo1 shao3~1	0	錢的多少不是最重要的。	钱的多少不是最重要的。	多少	[[2, 4]]		
多少|多少|duo1 shao3~2	0	他的話多少有些道理。	他的话多少有些道理。	多少	[[3, 5]]		
多少|多少|duo1 shao5~1	0	這本書一共多少錢？	这本书一共多少钱？	多少	[[5, 7]]	問數量	问数量
多少|多少|duo1 shao5~1	1	你的手機號碼是多少？	你的手机号码是多少？	多少	[[7, 9]]	問號碼	问号码
夜|夜|ye4~1	0	他昨天一夜都沒睡好。	他昨天一夜都没睡好。	夜	[[4, 5]]		
夢|梦|meng4~1	0	我昨晚做了一個很奇怪的夢。	我昨晚做了一个很奇怪的梦。	夢	[[11, 12]]		
大事|大事|da4 shi4~1	0	結婚是人生的一件大事。	结婚是人生的一件大事。	大事	[[8, 10]]		
大事|大事|da4 shi4~2	0	報紙大事宣傳這次比賽。	报纸大事宣传这次比赛。	大事	[[2, 4]]		
大型|大型|da4 xing2~1	0	公司下個月要辦一場大型活動。	公司下个月要办一场大型活动。	大型	[[9, 11]]		
大多數|大多数|da4 duo1 shu4~1	0	大多數人都同意這個做法。	大多数人都同意这个做法。	大多數	[[0, 3]]		
大學|大学|da4 xue2~1	0	他今年考上了一所有名的大學。	他今年考上了一所有名的大学。	大學	[[11, 13]]		
大家|大家|da4 jia1~1	0	大家都同意這個辦法。	大家都同意这个办法。	大家	[[0, 2]]		
大家|大家|da4 jia1~2	0	他是有名的書法大家。	他是有名的书法大家。	大家	[[7, 9]]		
大會|大会|da4 hui4~1	0	這次大會有五百多人參加。	这次大会有五百多人参加。	大會	[[2, 4]]		
大樓|大楼|da4 lou2~1	0	他在這座大樓裡上班。	他在这座大楼里上班。	大樓	[[4, 6]]		
大約|大约|da4 yue1~1	0	從這裡走到學校大約要十分鐘。	从这里走到学校大约要十分钟。	大約	[[7, 9]]		
大約|大约|da4 yue1~2	0	他今天沒來，大約是生病了。	他今天没来，大约是生病了。	大約	[[6, 8]]		
大道|大道|da4 dao4~1	0	公司就在這條大道的東邊。	公司就在这条大道的东边。	大道	[[6, 8]]		
大部分|大部分|da4 bu4 fen5~1	0	班上大部分的學生都會游泳。	班上大部分的学生都会游泳。	大部分	[[2, 5]]		
大量|大量|da4 liang4~1	0	工廠大量生產這種產品。	工厂大量生产这种产品。	大量	[[2, 4]]		
大量|大量|da4 liang4~1	1	他們收到了大量的來信。	他们收到了大量的来信。	大量	[[5, 7]]		
天|天|tian1~1	0	他在朋友家住了三天。	他在朋友家住了三天。	天	[[8, 9]]		
天|天|tian1~2	0	今晚天上有很多星星。	今晚天上有很多星星。	天	[[2, 3]]		
天|天|tian1~3	0	天太熱了，我們在家休息吧。	天太热了，我们在家休息吧。	天	[[0, 1]]		
天|天|tian1~4	0	天啊，我把鑰匙忘在家裡了！	天啊，我把钥匙忘在家里了！	天	[[0, 1]]		
天氣|天气|tian1 qi4~1	0	今天天氣不錯，我們出去走走。	今天天气不错，我们出去走走。	天氣	[[2, 4]]		
太|太|tai4~1	0	這件衣服太貴了，我買不起。	这件衣服太贵了，我买不起。	太	[[4, 5]]		
太|太|tai4~2	0	太好了，我們終於見面了！	太好了，我们终于见面了！	太	[[0, 1]]		
太空|太空|tai4 kong1~1	0	人類已經多次進入太空。	人类已经多次进入太空。	太空	[[8, 10]]		
太陽|太阳|tai4 yang5~1	0	下午的太陽太大，我們找個地方休息。	下午的太阳太大，我们找个地方休息。	太陽	[[3, 5]]		
太陽|太阳|tai4 yang5~2	0	他用手指按了按兩邊的太陽。	他用手指按了按两边的太阳。	太陽	[[10, 12]]		
夫人|夫人|fu1 ren5~1	0	請問您夫人身體好些了嗎？	请问您夫人身体好些了吗？	夫人	[[3, 5]]		
失去|失去|shi1 qu4~1	0	他失去了一次很好的機會。	他失去了一次很好的机会。	失去	[[1, 3]]		
失敗|失败|shi1 bai4~1	0	這次實驗又失敗了。	这次实验又失败了。	失敗	[[5, 7]]	動	动
失敗|失败|shi1 bai4~1	1	他從失敗中學到了很多。	他从失败中学到了很多。	失敗	[[2, 4]]	名	名
奇|奇|qi2~3	0	這個星期奇熱，大家都不想出門。	这个星期奇热，大家都不想出门。	奇	[[4, 5]]		
套|套|tao4~1	0	他給每本書都套上了一層紙。	他给每本书都套上了一层纸。	套	[[6, 7]]		
套|套|tao4~3	0	他們家買了一套新房子。	他们家买了一套新房子。	套	[[6, 7]]		
套|套|tao4~4	0	這篇文章只是套了別人的格式。	这篇文章只是套了别人的格式。	套	[[6, 7]]		
套|套|tao4~7	0	他想從我這裡套出一點消息。	他想从我这里套出一点消息。	套	[[6, 7]]		
奪|夺|duo2~1	0	他把小孩手裡的玩具奪了過去。	他把小孩手里的玩具夺了过去。	奪	[[9, 10]]		
奪|夺|duo2~2	0	兩隊都想奪下今年的冠軍。	两队都想夺下今年的冠军。	奪	[[4, 5]]		
奪|夺|duo2~3	0	他一句話沒說就奪門而出。	他一句话没说就夺门而出。	奪	[[7, 8]]		
女|女|nu:3~1	0	這家醫院有很多女醫生。	这家医院有很多女医生。	女	[[7, 8]]	形	形
女|女|nu:3~1	1	他們家生了一男一女。	他们家生了一男一女。	女	[[8, 9]]	名	名
女人|女人|nu:3 ren2~1	0	那個女人是我媽媽的同事。	那个女人是我妈妈的同事。	女人	[[2, 4]]		
女人|女人|nu:3 ren5~1	0	我女人在家帶孩子。	我女人在家带孩子。	女人	[[1, 3]]		
女兒|女儿|nu:3 er2~1	0	他們的女兒今年上大學了。	他们的女儿今年上大学了。	女兒	[[3, 5]]		
女子|女子|nu:3 zi3~1	0	一位年輕女子走進了店裡。	一位年轻女子走进了店里。	女子	[[4, 6]]		
女孩|女孩|nu:3 hai2~1	0	那個女孩正在公園裡跳舞。	那个女孩正在公园里跳舞。	女孩	[[2, 4]]		
女性|女性|nu:3 xing4~1	0	這家公司的員工多半是女性。	这家公司的员工多半是女性。	女性	[[10, 12]]		
女王|女王|nu:3 wang2~1	0	這位女王在位超過五十年。	这位女王在位超过五十年。	女王	[[2, 4]]		
她|她|ta1~1	0	她把手機忘在家裡了。	她把手机忘在家里了。	她	[[0, 1]]		
她們|她们|ta1 men5~1	0	她們每天下午一起去打球。	她们每天下午一起去打球。	她們	[[0, 2]]		
好|好|hao3~1	0	他找到了一份很好的工作。	他找到了一份很好的工作。	好	[[7, 8]]		
好|好|hao3~3	0	外面好冷，記得多穿一件。	外面好冷，记得多穿一件。	好	[[2, 3]]		
好|好|hao3~4	0	作業寫好了就可以出去玩。	作业写好了就可以出去玩。	好	[[3, 4]]	動詞後	动词后
好|好|hao3~4	1	東西還沒收好，先別出門。	东西还没收好，先别出门。	好	[[5, 6]]	還沒…好	还没…好
好|好|hao3~5	0	好，我馬上就去辦。	好，我马上就去办。	好	[[0, 1]]		
好|好|hao3~7	0	他跟我從小就很好。	他跟我从小就很好。	好	[[7, 8]]		
如|如|ru2~1	0	這裡的風景美如圖畫。	这里的风景美如图画。	如	[[6, 7]]		
如|如|ru2~2	0	如有問題，請馬上告訴我。	如有问题，请马上告诉我。	如	[[0, 1]]		
如|如|ru2~3	0	不少動物如貓和狗都怕冷。	不少动物如猫和狗都怕冷。	如	[[4, 5]]		
如何|如何|ru2 he2~1	0	這個問題應該如何解決？	这个问题应该如何解决？	如何	[[6, 8]]		
如何|如何|ru2 he2~1	1	你覺得這個辦法如何？	你觉得这个办法如何？	如何	[[7, 9]]		
如果|如果|ru2 guo3~1	0	如果明天下雨，我們就不去了。	如果明天下雨，我们就不去了。	如果	[[0, 2]]	假設加結果	假设加结果
如果|如果|ru2 guo3~1	1	如果你有時間的話，來我家坐坐。	如果你有时间的话，来我家坐坐。	如果	[[0, 2]]	如果…的話	如果…的话
如此|如此|ru2 ci3~1	0	事情已經如此，再說也沒有用。	事情已经如此，再说也没有用。	如此	[[4, 6]]		
如此|如此|ru2 ci3~1	1	我沒想到問題如此嚴重。	我没想到问题如此严重。	如此	[[6, 8]]		
妳|你|ni3~1	0	媽媽，妳先坐一會兒吧。	妈妈，你先坐一会儿吧。	妳	[[3, 4]]		
妹妹|妹妹|mei4 mei5~1	0	我妹妹今年剛上大學。	我妹妹今年刚上大学。	妹妹	[[1, 3]]		
妹妹|妹妹|mei4 mei5~2	0	剛才那個妹妹是誰啊？	刚才那个妹妹是谁啊？	妹妹	[[4, 6]]		
妻子|妻子|qi1 zi5~1	0	他和妻子一起去看電影。	他和妻子一起去看电影。	妻子	[[2, 4]]		
姓|姓|xing4~1	0	這個姓在南方很常見。	这个姓在南方很常见。	姓	[[2, 3]]	名	名
姓|姓|xing4~1	1	他姓張，是我的老師。	他姓张，是我的老师。	姓	[[1, 2]]	動	动
委員會|委员会|wei3 yuan2 hui4~1	0	學校成立了一個新的委員會。	学校成立了一个新的委员会。	委員會	[[9, 12]]		
威脅|威胁|wei1 xie2~1	0	他威脅說要告訴老師。	他威胁说要告诉老师。	威脅	[[1, 3]]	動	动
威脅|威胁|wei1 xie2~1	1	空氣不好對健康是很大的威脅。	空气不好对健康是很大的威胁。	威脅	[[11, 13]]	名	名
娛樂|娱乐|yu2 le4~1	0	工作之外也需要一些娛樂。	工作之外也需要一些娱乐。	娛樂	[[9, 11]]	名	名
娛樂|娱乐|yu2 le4~1	1	這個節目主要是娛樂大家。	这个节目主要是娱乐大家。	娛樂	[[7, 9]]	動	动
婚姻|婚姻|hun1 yin1~1	0	他們的婚姻一直很幸福。	他们的婚姻一直很幸福。	婚姻	[[3, 5]]		
婦女|妇女|fu4 nu:3~1	0	這家工廠的工人大多是婦女。	这家工厂的工人大多是妇女。	婦女	[[10, 12]]		
媒體|媒体|mei2 ti3~1	0	這件事引起了媒體的注意。	这件事引起了媒体的注意。	媒體	[[6, 8]]		
嫁|嫁|jia4~1	0	她去年嫁給了一位中學老師。	她去年嫁给了一位中学老师。	嫁	[[3, 4]]		
嫁|嫁|jia4~2	0	他把兩個女兒都嫁到了城裡。	他把两个女儿都嫁到了城里。	嫁	[[7, 8]]		
字|字|zi4~1	0	這個字我不會念。	这个字我不会念。	字	[[2, 3]]		
字|字|zi4~2	0	古人成年以後才取字。	古人成年以后才取字。	字	[[8, 9]]		
字母|字母|zi4 mu3~1	0	老師正在教孩子念英語字母。	老师正在教孩子念英语字母。	字母	[[10, 12]]		
存|存|cun2~1	0	我每個月存一點錢。	我每个月存一点钱。	存	[[4, 5]]		
存在|存在|cun2 zai4~1	0	這種問題在很多學校都存在。	这种问题在很多学校都存在。	存在	[[10, 12]]	動	动
存在|存在|cun2 zai4~1	1	大家都感覺到他的存在。	大家都感觉到他的存在。	存在	[[8, 10]]	名	名
季|季|ji4~2	0	南方一年能種兩季稻子。	南方一年能种两季稻子。	季	[[7, 8]]		
孩子|孩子|hai2 zi5~1	0	幾個孩子在公園裡玩。	几个孩子在公园里玩。	孩子	[[2, 4]]		
孩子|孩子|hai2 zi5~2	0	我的兩個孩子都上大學了。	我的两个孩子都上大学了。	孩子	[[4, 6]]		
學會|学会|xue2 hui4~1	0	他很快就學會了游泳。	他很快就学会了游泳。	學會	[[4, 6]]		
學會|学会|xue2 hui4~2	0	他是這個學會的成員。	他是这个学会的成员。	學會	[[4, 6]]		
學校|学校|xue2 xiao4~1	0	這所學校離我家很近。	这所学校离我家很近。	學校	[[2, 4]]		
學生|学生|xue2 sheng5~1	0	我們班有四十個學生。	我们班有四十个学生。	學生	[[7, 9]]		
學習|学习|xue2 xi2~1	0	他每天晚上都在家學習中文。	他每天晚上都在家学习中文。	學習	[[8, 10]]		
學院|学院|xue2 yuan4~1	0	他在一所音樂學院學習。	他在一所音乐学院学习。	學院	[[6, 8]]		
學院|学院|xue2 yuan4~2	0	這所大學的醫學院很有名。	这所大学的医学院很有名。	學院	[[6, 8]]		
它|它|ta1~1	0	我的手機壞了，它才用了一年。	我的手机坏了，它才用了一年。	它	[[7, 8]]		
它們|它们|ta1 men5~1	0	那幾隻小狗很可愛，孩子們常常和它們玩。	那几只小狗很可爱，孩子们常常和它们玩。	它們	[[15, 17]]		
宇宙|宇宙|yu3 zhou4~1	0	人類對宇宙還有很多不知道的事。	人类对宇宙还有很多不知道的事。	宇宙	[[3, 5]]		
守|守|shou3~1	0	兩個士兵守在門口。	两个士兵守在门口。	守	[[4, 5]]		
守|守|shou3~2	0	做人一定要守信用。	做人一定要守信用。	守	[[5, 6]]		
守|守|shou3~3	0	母親整夜守著生病的孩子。	母亲整夜守着生病的孩子。	守	[[4, 5]]		
安|安|an1~2	0	他在門上安了一把新鎖。	他在门上安了一把新锁。	安	[[4, 5]]		
安|安|an1~5	0	你這樣做，到底安的是什麼心？	你这样做，到底安的是什么心？	安	[[7, 8]]		
安|安|an1~6	0	這臺機器的電流大約是三安。	这台机器的电流大约是三安。	安	[[11, 12]]		
安排|安排|an1 pai2~1	0	公司安排他下個月去外地工作。	公司安排他下个月去外地工作。	安排	[[2, 4]]	動	动
安排|安排|an1 pai2~1	1	明天的安排已經定好了。	明天的安排已经定好了。	安排	[[3, 5]]	名	名
完|完|wan2~1	0	我三天就把這本書看完了。	我三天就把这本书看完了。	完	[[9, 10]]		
完全|完全|wan2 quan2~1	0	這次的準備工作還不夠完全。	这次的准备工作还不够完全。	完全	[[10, 12]]	形	形
完全|完全|wan2 quan2~1	1	我完全同意你的看法。	我完全同意你的看法。	完全	[[1, 3]]	副	副
完成|完成|wan2 cheng2~1	0	他終於完成了這項工作。	他终于完成了这项工作。	完成	[[3, 5]]		
